"time_period","time_identifier","geographic_level","country_code","country_name","age","breakdown_topic","breakdown","achievement","number","percentage"
201516,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM not eligible","Level 2 Maths GCSE AC","12429","10.02144746"
201516,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM not eligible","Level 2 Maths GCSE OTHL","23556","19.46599896"
201516,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM not eligible","Level 2 EM GCSE AC","27182","15.93084249"
201516,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM not eligible","Level 2 EM GCSE OTHL","44562","26.92535438"
201516,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM not eligible","Level 2 with EM","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM not eligible","Level 2 Engineering FSQ","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Free School Meal status","FSM not eligible","Level 2 Maths FSQ","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% most deprived","State sector cohort","142957","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% most deprived","Level 2","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% most deprived","Level 3","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% most deprived","Level 2 Engineering GCSE AC","8654","14.14190934"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% most deprived","Level 2 Engineering GCSE OTHL","16592","28.09774602"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% most deprived","Level 2 Maths GCSE AC","3543","6.196222455"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% most deprived","Level 2 Maths GCSE OTHL","7810","14.01726583"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% most deprived","Level 2 EM GCSE AC","7989","10.95403938"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% most deprived","Level 2 EM GCSE OTHL","13837","19.5424052"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% most deprived","Level 2 with EM","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% most deprived","Level 2 Engineering FSQ","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% most deprived","Level 2 Maths FSQ","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Lower middle","State sector cohort","142957","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Lower middle","Level 2","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Lower middle","Level 3","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Lower middle","Level 2 Engineering GCSE AC","8384","16.08904241"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Lower middle","Level 2 Engineering GCSE OTHL","15930","31.77737882"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Lower middle","Level 2 Maths GCSE AC","3742","7.805427505"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Lower middle","Level 2 Maths GCSE OTHL","7697","16.46663672"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Lower middle","Level 2 EM GCSE AC","7941","12.59876249"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Lower middle","Level 2 EM GCSE OTHL","13900","22.72838759"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Lower middle","Level 2 with EM","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Lower middle","Level 2 Engineering FSQ","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Lower middle","Level 2 Maths FSQ","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Upper middle","State sector cohort","142957","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Upper middle","Level 2","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Upper middle","Level 3","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Upper middle","Level 2 Engineering GCSE AC","7844","19.59530352"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Upper middle","Level 2 Engineering GCSE OTHL","13974","36.26031449"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Upper middle","Level 2 Maths GCSE AC","3658","10.21160181"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Upper middle","Level 2 Maths GCSE OTHL","6956","19.86577181"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Upper middle","Level 2 EM GCSE AC","7966","16.0611315"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Upper middle","Level 2 EM GCSE OTHL","13195","27.41476387"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Upper middle","Level 2 with EM","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Upper middle","Level 2 Engineering FSQ","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","Upper middle","Level 2 Maths FSQ","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% least deprived","State sector cohort","142956","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% least deprived","Level 2","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% least deprived","Level 3","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Engineering GCSE AC","7013","23.94005598"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Engineering GCSE OTHL","11683","41.40705299"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Maths GCSE AC","3589","14.06403072"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Maths GCSE OTHL","6089","24.40089765"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% least deprived","Level 2 EM GCSE AC","7619","20.62310524"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% least deprived","Level 2 EM GCSE OTHL","11841","32.98512452"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% least deprived","Level 2 with EM","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Engineering FSQ","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Maths FSQ","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","No identified SEN","State sector cohort","453401","x"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","No identified SEN","Level 2","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","No identified SEN","Level 3","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","No identified SEN","Level 2 Engineering GCSE AC","23604","23.55547572"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","No identified SEN","Level 2 Engineering GCSE OTHL","40097","41.84354977"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","No identified SEN","Level 2 Maths GCSE AC","11164","12.37543093"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","No identified SEN","Level 2 Maths GCSE OTHL","20126","22.9256846"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","No identified SEN","Level 2 EM GCSE AC","24935","18.92628351"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","No identified SEN","Level 2 EM GCSE OTHL","39735","31.22519705"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","No identified SEN","Level 2 with EM","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","No identified SEN","Level 2 Engineering FSQ","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","No identified SEN","Level 2 Maths FSQ","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","Identified SEN","State sector cohort","119918","x"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","Identified SEN","Level 2","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","Identified SEN","Level 3","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","Identified SEN","Level 2 Engineering GCSE AC","8365","10.06727564"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","Identified SEN","Level 2 Engineering GCSE OTHL","18231","22.57513281"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","Identified SEN","Level 2 Maths GCSE AC","3407","4.43129349"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","Identified SEN","Level 2 Maths GCSE OTHL","8496","11.28841529"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","Identified SEN","Level 2 EM GCSE AC","6649","7.262063392"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","Identified SEN","Level 2 EM GCSE OTHL","13156","14.69632145"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","Identified SEN","Level 2 with EM","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","Identified SEN","Level 2 Engineering FSQ","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Special Educational Need","Identified SEN","Level 2 Maths FSQ","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Total","Total","State sector cohort","573319","x"
201516,"Academic year","National","E92000001","England","19 not 16","Total","Total","Level 2","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Total","Total","Level 3","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Total","Total","Level 2 Engineering GCSE AC","31969","17.44109287"
201516,"Academic year","National","E92000001","England","19 not 16","Total","Total","Level 2 Engineering GCSE OTHL","58328","33.03149227"
201516,"Academic year","National","E92000001","England","19 not 16","Total","Total","Level 2 Maths GCSE AC","14571","8.720136927"
201516,"Academic year","National","E92000001","England","19 not 16","Total","Total","Level 2 Maths GCSE OTHL","28622","17.55401684"
201516,"Academic year","National","E92000001","England","19 not 16","Total","Total","Level 2 EM GCSE AC","31584","14.14382059"
201516,"Academic year","National","E92000001","England","19 not 16","Total","Total","Level 2 EM GCSE OTHL","52891","24.39936892"
201516,"Academic year","National","E92000001","England","19 not 16","Total","Total","Level 2 with EM","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Total","Total","Level 2 Engineering FSQ","x","x"
201516,"Academic year","National","E92000001","England","19 not 16","Total","Total","Level 2 Maths FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Sex","Male","State sector cohort","285730","x"
201617,"Academic year","National","E92000001","England","16","Sex","Male","Level 2","167885","58.75651839"
201617,"Academic year","National","E92000001","England","16","Sex","Male","Level 3","x","x"
201617,"Academic year","National","E92000001","England","16","Sex","Male","Level 2 Engineering GCSE AC","181566","63.54460505"
201617,"Academic year","National","E92000001","England","16","Sex","Male","Level 2 Engineering GCSE OTHL","182456","63.85608792"
201617,"Academic year","National","E92000001","England","16","Sex","Male","Level 2 Maths GCSE AC","195441","68.40058797"
201617,"Academic year","National","E92000001","England","16","Sex","Male","Level 2 Maths GCSE OTHL","195912","68.5654289"
201617,"Academic year","National","E92000001","England","16","Sex","Male","Level 2 EM GCSE AC","162511","56.87572184"
201617,"Academic year","National","E92000001","England","16","Sex","Male","Level 2 EM GCSE OTHL","163194","57.11475869"
201617,"Academic year","National","E92000001","England","16","Sex","Male","Level 2 with EM","145761","51.01354426"
201617,"Academic year","National","E92000001","England","16","Sex","Male","Level 2 Engineering FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Sex","Male","Level 2 Maths FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Sex","Female","State sector cohort","274479","x"
201617,"Academic year","National","E92000001","England","16","Sex","Female","Level 2","191221","69.66689619"
201617,"Academic year","National","E92000001","England","16","Sex","Female","Level 3","x","x"
201617,"Academic year","National","E92000001","England","16","Sex","Female","Level 2 Engineering GCSE AC","213284","77.7050339"
201617,"Academic year","National","E92000001","England","16","Sex","Female","Level 2 Engineering GCSE OTHL","213870","77.91852929"
201617,"Academic year","National","E92000001","England","16","Sex","Female","Level 2 Maths GCSE AC","192910","70.28224381"
201617,"Academic year","National","E92000001","England","16","Sex","Female","Level 2 Maths GCSE OTHL","193264","70.41121543"
201617,"Academic year","National","E92000001","England","16","Sex","Female","Level 2 EM GCSE AC","180710","65.83745933"
201617,"Academic year","National","E92000001","England","16","Sex","Female","Level 2 EM GCSE OTHL","181161","66.00177063"
201617,"Academic year","National","E92000001","England","16","Sex","Female","Level 2 with EM","170051","61.95410214"
201617,"Academic year","National","E92000001","England","16","Sex","Female","Level 2 Engineering FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Sex","Female","Level 2 Maths FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Non disadvantaged","State sector cohort","408454","x"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Non disadvantaged","Level 2","292449","71.59900503"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Non disadvantaged","Level 3","x","x"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Non disadvantaged","Level 2 Engineering GCSE AC","313912","76.85369711"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Non disadvantaged","Level 2 Engineering GCSE OTHL","314848","77.08285388"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Non disadvantaged","Level 2 Maths GCSE AC","311826","76.34299089"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Non disadvantaged","Level 2 Maths GCSE OTHL","312260","76.4492452"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Non disadvantaged","Level 2 EM GCSE AC","280444","68.65987357"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Non disadvantaged","Level 2 EM GCSE OTHL","281180","68.84006522"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Non disadvantaged","Level 2 with EM","262556","64.28043305"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Non disadvantaged","Level 2 Engineering FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Non disadvantaged","Level 2 Maths FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Disadvantaged","State sector cohort","151755","x"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Disadvantaged","Level 2","66657","43.92408817"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Disadvantaged","Level 3","x","x"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Disadvantaged","Level 2 Engineering GCSE AC","80938","53.33465125"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Disadvantaged","Level 2 Engineering GCSE OTHL","81478","53.69048796"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Disadvantaged","Level 2 Maths GCSE AC","76525","50.42667457"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Disadvantaged","Level 2 Maths GCSE OTHL","76916","50.68432671"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Disadvantaged","Level 2 EM GCSE AC","62777","41.36733551"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Disadvantaged","Level 2 EM GCSE OTHL","63175","41.62960034"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Disadvantaged","Level 2 with EM","53256","35.09340714"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Disadvantaged","Level 2 Engineering FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Disadvantaged status","Disadvantaged","Level 2 Maths FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM not eligible","State sector cohort","479114","x"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM not eligible","Level 2","325951","68.03203413"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM not eligible","Level 3","x","x"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM not eligible","Level 2 Engineering GCSE AC","354336","73.95651139"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM not eligible","Level 2 Engineering GCSE OTHL","355541","74.2080173"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM not eligible","Level 2 Maths GCSE AC","350189","73.09095539"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM not eligible","Level 2 Maths GCSE OTHL","350802","73.21889989"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM not eligible","Level 2 EM GCSE AC","312282","65.17905968"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM not eligible","Level 2 EM GCSE OTHL","313194","65.36941104"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM not eligible","Level 2 with EM","289797","60.48602212"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM not eligible","Level 2 Engineering FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM not eligible","Level 2 Maths FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM eligible","State sector cohort","81095","x"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM eligible","Level 2","33155","40.88414822"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM eligible","Level 3","x","x"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM eligible","Level 2 Engineering GCSE AC","40514","49.95869042"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM eligible","Level 2 Engineering GCSE OTHL","40785","50.29286639"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM eligible","Level 2 Maths GCSE AC","38162","47.05838831"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM eligible","Level 2 Maths GCSE OTHL","38374","47.3198101"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM eligible","Level 2 EM GCSE AC","30939","38.15155065"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM eligible","Level 2 EM GCSE OTHL","31161","38.42530366"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM eligible","Level 2 with EM","26015","32.07965966"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM eligible","Level 2 Engineering FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Free School Meal status","FSM eligible","Level 2 Maths FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","State sector cohort","x","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2","x","26.63936539"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 3","x","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2 Engineering GCSE AC","x","21.13817596"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2 Engineering GCSE OTHL","x","21.123151"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2 Maths GCSE AC","x","23.6776936"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2 Maths GCSE OTHL","x","23.58968064"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2 EM GCSE AC","x","25.79355184"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2 EM GCSE OTHL","x","25.76349971"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2 with EM","x","28.84395457"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2 Engineering FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Attainment gap (between least and most deprived)","Level 2 Maths FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% most deprived","State sector cohort","139751","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% most deprived","Level 2","71711","51.31340742"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% most deprived","Level 3","x","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% most deprived","Level 2 Engineering GCSE AC","83977","60.09044658"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% most deprived","Level 2 Engineering GCSE OTHL","84342","60.35162539"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% most deprived","Level 2 Maths GCSE AC","80609","57.68044594"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% most deprived","Level 2 Maths GCSE OTHL","80873","57.86935335"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% most deprived","Level 2 EM GCSE AC","68295","48.86905997"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% most deprived","Level 2 EM GCSE OTHL","68596","49.08444305"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% most deprived","Level 2 with EM","59605","42.6508576"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% most deprived","Level 2 Engineering FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% most deprived","Level 2 Maths FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Lower middle","State sector cohort","139750","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Lower middle","Level 2","81757","58.50232558"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Lower middle","Level 3","x","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Lower middle","Level 2 Engineering GCSE AC","92728","66.35277281"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Lower middle","Level 2 Engineering GCSE OTHL","93113","66.62826476"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Lower middle","Level 2 Maths GCSE AC","90613","64.83935599"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Lower middle","Level 2 Maths GCSE OTHL","90838","65.00035778"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Lower middle","Level 2 EM GCSE AC","78297","56.02647585"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Lower middle","Level 2 EM GCSE OTHL","78589","56.23542039"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Lower middle","Level 2 with EM","70327","50.3234347"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Lower middle","Level 2 Engineering FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Lower middle","Level 2 Maths FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Upper middle","State sector cohort","139750","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Upper middle","Level 2","96024","68.71127013"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Upper middle","Level 3","x","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Upper middle","Level 2 Engineering GCSE AC","103886","74.33703041"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Upper middle","Level 2 Engineering GCSE OTHL","104263","74.60679785"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Upper middle","Level 2 Maths GCSE AC","102711","73.49624329"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Upper middle","Level 2 Maths GCSE OTHL","102903","73.63363148"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Upper middle","Level 2 EM GCSE AC","91670","65.59570662"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Upper middle","Level 2 EM GCSE OTHL","91949","65.79534884"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Upper middle","Level 2 with EM","85404","61.11198569"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Upper middle","Level 2 Engineering FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","Upper middle","Level 2 Maths FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% least deprived","State sector cohort","139750","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% least deprived","Level 2","108939","77.95277281"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% least deprived","Level 3","x","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Engineering GCSE AC","113517","81.22862254"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Engineering GCSE OTHL","113861","81.47477639"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Maths GCSE AC","113698","81.35813953"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Maths GCSE OTHL","113839","81.45903399"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% least deprived","Level 2 EM GCSE AC","104341","74.66261181"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% least deprived","Level 2 EM GCSE OTHL","104600","74.84794275"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% least deprived","Level 2 with EM","99914","71.49481216"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Engineering FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Income Deprivation Affecting Children Index","25% least deprived","Level 2 Maths FSQ","x","x"
201617,"Academic year","National","E92000001","England","16","Special Educational Need","No identified SEN","State sector cohort","450286","x"
201617,"Academic year","National","E92000001","England","16","Special Educational Need","No identified SEN","Level 2","326523","72.51457962"
201617,"Academic year","National","E92000001","England","16","Special Educational Need","No identified SEN","Level 3","x","x"
201617,"Academic year","National","E92000001","England","16","Special Educational Need","No identified SEN","Level 2 Engineering GCSE AC","357427","79.37777324"
201617,"Academic year","National","E92000001","England","16","Special Educational Need","No identified SEN","Level 2 Engineering GCSE OTHL","358338","79.5800891"
201617,"Academic year","National","E92000001","England","16","Special Educational Need","No identified SEN","Level 2 Maths GCSE AC","350558","77.85229832"
201617,"Academic year","National","E92000001","England","16","Special Educational Need","No identified SEN","Level 2 Maths GCSE OTHL","351051","77.96178429"
201617,"Academic year","National","E92000001","England","16","Special Educational Need","No identified SEN","Level 2 EM GCSE AC","316535","70.29643382"
