time_period,time_identifier,geographic_level,country_code,country_name,age,breakdown_topic,breakdown,number-in_ss_cohort,percentage-level_2,number-level_2,percentage-level_3,number-level_3,percentage-l2_eng_gcse_ac,number-l2_eng_gcse_ac,percentage-l2_eng_gcse_othl2,number-l2_eng_gcse_othl2,percentage-l2_maths_gcse_ac,number-l2_maths_gcse_ac,percentage-l2_maths_gcse_othl2,number-l2_maths_gcse_othl2,percentage-l2_em_gcse_ac,number-l2_em_gcse_ac,percentage-l2_em_gcse_othl2,number-l2_em_gcse_othl2,percentage-l2_with_em,number-l2_with_em,percentage-l2_eng_fsq,number-l2_eng_fsq,percentage-l2_maths_fsq,number-l2_maths_fsq
201314,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,13.70779735,x,26.30422331,x,24.83037297,x,21.31100518,x,26.05028575,x,23.50672242,x,28.49929713,x,25.9874908,x,27.364053,x,x,x,x,x
201314,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,25% most deprived,141729,78.70231216,111544,44.96186384,63724,59.1001136,83762,66.14172117,93742,54.89843292,77807,60.75467971,86107,48.38318199,68573,55.09599306,78087,52.50301632,74412,x,x,x,x
201314,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,Lower middle,141729,83.09026381,117763,51.23228133,72611,66.6257435,94428,72.80655335,103188,62.72886989,88905,68.00372542,96381,56.39212864,79924,62.7260476,88901,60.56205858,85834,x,x,x,x
201314,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,Upper middle,141728,88.2232163,125037,60.74452472,86092,75.92360014,107605,80.80054753,114517,72.27647324,102436,76.71455182,108726,66.95430684,94893,72.42393881,102645,70.72349853,100235,x,x,x,x
201314,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,25% least deprived,141728,92.41010951,130971,71.26608715,101004,83.93048657,118953,87.45272635,123945,80.94871867,114727,84.26140212,119422,76.88247911,108964,81.08348386,114918,79.86706932,113194,x,x,x,x
201314,Academic year,National,E92000001,England,19,Special Educational Need,No identified SEN,431581,92.05363535,397286,66.16834383,285570,82.69594815,356900,86.92690364,375160,78.55049226,339009,82.50687588,356084,73.62256448,317741,78.69716229,339642,76.99481673,332295,x,x,x,x
201314,Academic year,National,E92000001,England,19,Special Educational Need,Identified SEN,137052,65.1920439,89347,28.17470741,38614,35.67405073,48892,44.79029857,61386,33.43183609,45819,40.56781368,55599,25.87412077,35461,33.47050754,45872,30.86054928,42295,x,x,x,x
201314,Academic year,National,E92000001,England,19,Total,Total,568633,85.57945107,486633,57.01111262,324184,71.36272429,405792,76.77113358,436546,67.67598785,384828,72.39871763,411683,62.11422833,353202,67.79662805,385514,65.87552956,374590,3.353305207,19068,2.613284843,14860
201314,Academic year,National,E92000001,England,19 not 16,Sex,Female,278810,x,x,x,x,9.319204745,6253,20.50878236,12762,9.250556517,8976,16.40076369,14947,10.05809082,10683,17.0802993,17006,x,x,x,x,x,x
201314,Academic year,National,E92000001,England,19 not 16,Sex,Male,289820,x,x,x,x,7.844519137,8682,18.54962735,18816,7.478306244,7739,16.24769253,15667,8.447488584,11063,16.94363684,20514,x,x,x,x,x,x
201314,Academic year,National,E92000001,England,19 not 16,Free School Meal status,FSM not eligible,488916,x,x,x,x,9.260781656,12504,20.73561844,25668,9.380156465,14496,17.89935903,25803,10.21732675,18923,18.63992172,32004,x,x,x,x,x,x
201314,Academic year,National,E92000001,England,19 not 16,Free School Meal status,FSM eligible,79717,x,x,x,x,5.68809056,2432,14.82233757,5911,4.825906353,2219,11.08321047,4811,5.433590518,2824,11.27206603,5517,x,x,x,x,x,x
201314,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,25% most deprived,141729,x,x,x,x,7.344714044,4595,17.07363437,9880,6.121310031,4168,12.94508006,8271,7.175394298,5655,13.61439896,10030,x,x,x,x,x,x
201314,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,Lower middle,141729,x,x,x,x,7.506843958,3839,18.24140857,8599,7.327941615,4177,15.00862134,8008,8.026905162,5394,15.55896551,9734,x,x,x,x,x,x
201314,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,Upper middle,141728,x,x,x,x,9.080493459,3408,20.79233859,7143,9.721296786,4231,18.73029945,7606,10.27949656,5366,19.19490562,9284,x,x,x,x,x,x
201314,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,25% least deprived,141728,x,x,x,x,11.76242687,3036,24.70892078,5836,13.11301326,4075,22.89131637,6622,13.82656953,5257,23.74207128,8347,x,x,x,x,x,x
201314,Academic year,National,E92000001,England,19 not 16,Special Educational Need,No identified SEN,431581,x,x,x,x,12.34830168,10521,26.07408184,19900,12.17494426,12833,22.07565671,21388,12.96569546,16959,22.98239148,27435,x,x,x,x,x,x
201314,Academic year,National,E92000001,England,19 not 16,Special Educational Need,Identified SEN,137052,x,x,x,x,4.76910613,4415,13.37111455,11679,4.081375177,3882,10.17435128,9226,4.500888333,4788,9.95990757,10086,x,x,x,x,x,x
201314,Academic year,National,E92000001,England,19 not 16,Total,Total,568633,x,x,x,x,8.401536757,14936,19.29478328,31579,8.33582685,16715,16.32189546,30614,9.169062898,21747,17.00552937,37521,x,x,x,x,x,x
201415,Academic year,National,E92000001,England,16,Sex,Female,275262,73.75373281,203016,x,x,74.07924087,203912,75.85137069,208790,69.36191701,190927,70.73152124,194697,63.72764857,175418,65.64073501,180684,61.31830765,168786,x,x,x,x
201415,Academic year,National,E92000001,England,16,Sex,Male,287416,64.86799621,186441,x,x,59.31506945,170481,62.33438639,179159,68.48157375,196827,70.07612659,201410,54.45138754,156502,57.44913296,165118,51.59803212,148301,x,x,x,x
201415,Academic year,National,E92000001,England,16,Free School Meal status,FSM eligible,80537,49.43069645,39810,x,x,45.25125098,36444,48.50813912,39067,47.60420676,38339,49.80319605,40110,36.56331872,29447,39.69107367,31966,33.05437252,26621,x,x,x,x
201415,Academic year,National,E92000001,England,16,Free School Meal status,FSM not eligible,482141,72.51965711,349647,x,x,70.09339592,337949,72.36098983,348882,72.47153841,349415,73.83669922,355997,62.73538239,302473,65.09216184,313836,60.24503205,290466,x,x,x,x
201415,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,21.60459065,x,x,x,23.88851267,x,22.71376127,x,22.82068646,x,21.87047796,x,26.10756674,x,25.03261218,x,28.37723206,x,x,x,x,x
201415,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,25% most deprived,140285,58.88156253,82602,x,x,54.89467869,77009,57.8030438,81089,57.80161813,81087,59.74266671,83810,46.5188723,65259,49.45432512,69377,42.75225434,59975,x,x,x,x
201415,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,Lower middle,140285,64.80450511,90911,x,x,61.78565064,86676,64.59564458,90618,64.40389208,90349,66.09117154,92716,53.63652564,75244,56.44580675,79185,50.6718466,71085,x,x,x,x
201415,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,Upper middle,140285,72.81819154,102153,x,x,70.82082903,99351,72.99711302,102404,72.9472146,102334,74.26524575,104183,63.31967067,88828,65.58220765,92002,61.00438393,85580,x,x,x,x
201415,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,25% least deprived,140285,80.48615319,112910,x,x,78.78319136,110521,80.51680508,112953,80.62230459,113101,81.61314467,114491,72.62643903,101884,74.48693731,104494,71.1294864,99784,x,x,x,x
201415,Academic year,National,E92000001,England,16,Special Educational Need,No identified SEN,436660,78.03989374,340769,x,x,77.11903999,336748,79.19525489,345814,78.78853112,344038,80.02656529,349444,69.47648056,303376,71.7242248,313191,66.6749874,291143,x,x,x,x
201415,Academic year,National,E92000001,England,16,Special Educational Need,Identified SEN,126018,38.63575045,48688,x,x,29.8727166,37645,33.43569966,42135,34.69028234,43716,37.02883715,46663,22.65073244,28544,25.87804917,32611,20.58753511,25944,x,x,x,x
201415,Academic year,National,E92000001,England,16,Total,Total,562678,69.21489733,389457,x,x,66.53770007,374393,68.94689325,387949,68.91223755,387754,70.39674556,396107,58.98933315,331920,61.45646355,345802,56.35318957,317087,0.787128695,4429,0.382989916,2155
201415,Academic year,National,E92000001,England,17,Sex,Male,287416,72.53875915,208488,18.52297715,53238,62.4836474,179588,66.48551229,191090,70.10082946,201481,72.36549113,207990,57.94666964,166548,61.78744398,177587,56.64681159,162812,x,x,x,x
201415,Academic year,National,E92000001,England,17,Sex,Female,275262,81.42424308,224130,26.24118113,72232,76.40139213,210304,78.87539871,217114,71.29244138,196241,73.09363443,201199,66.68374131,183555,69.10252777,190213,65.7489955,180982,x,x,x,x
201415,Academic year,National,E92000001,England,17,Free School Meal status,FSM not eligible,482141,79.82519636,384870,24.69962107,119087,72.90999936,351529,75.98648528,366362,74.29299728,358197,76.18393789,367314,66.09000272,318647,69.10903657,333203,65.07038397,313731,x,x,x,x
201415,Academic year,National,E92000001,England,17,Free School Meal status,FSM eligible,80537,59.28703577,47748,7.925549747,6383,47.63400673,38363,51.95376038,41842,49.07682183,39525,51.99473534,41875,39.05782435,31456,42.95789513,34597,37.32818456,30063,x,x,x,x
201415,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,18.39897352,x,23.05734754,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201415,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,25% most deprived,140285,67.91175108,95270,12.09323876,16965,57.59846028,80802,61.3828991,86111,59.31140179,83205,61.85265709,86770,49.35167694,69233,52.95861995,74293,47.38995616,66481,x,x,x,x
201415,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,Lower middle,140285,73.39273622,102959,16.93195994,23753,64.60990127,90638,68.32519514,95850,66.15104965,92800,68.46847489,96051,56.83501443,79731,60.35926863,84675,55.60323627,78003,x,x,x,x
201415,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,Upper middle,140285,80.04633425,112293,25.08393627,35189,73.52175928,103140,76.58837367,107442,74.80058452,104934,76.68603201,107579,66.65217236,93503,69.67245251,97740,65.78750401,92290,x,x,x,x
201415,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,25% least deprived,140285,86.3107246,121081,35.15058631,49311,81.56253341,114420,84.00470471,117846,82.59186656,115864,83.99900203,117838,76.17778095,106866,78.60854689,110276,75.76148555,106282,x,x,x,x
201415,Academic year,National,E92000001,England,17,Special Educational Need,No identified SEN,436660,84.61045207,369460,27.29400449,119182,79.8868685,348834,82.68332341,361045,80.63642193,352107,82.34621903,359573,72.92149498,318419,75.79192049,330953,71.6420098,312832,x,x,x,x
201415,Academic year,National,E92000001,England,17,Special Educational Need,Identified SEN,126018,50.11823708,63158,4.989763367,6288,32.58105985,41058,37.42243172,47159,36.19720992,45615,39.37215318,49616,25.14243997,31684,29.23947373,36847,24.56950594,30962,x,x,x,x
201415,Academic year,National,E92000001,England,17,Total,Total,562678,76.88553667,432618,22.29872147,125470,69.2922062,389892,72.54664302,408204,70.68376585,397722,72.72169873,409189,62.22084389,350103,65.36598196,367800,61.0995987,343794,1.70008424,9566,0.865326172,4869
201415,Academic year,National,E92000001,England,18,Sex,Male,287416,80.68026832,231888,43.88064687,126120,63.92615582,183734,70.30958611,202081,70.57122777,202833,74.03206502,212780,59.37943608,170666,65.08927826,187077,61.90017257,177911,x,x,x,x
201415,Academic year,National,E92000001,England,18,Sex,Female,275262,87.130443,239837,54.56655841,150201,77.46982874,213245,81.43986457,224173,71.96561821,198094,74.69901403,205618,67.87133713,186824,71.40760439,196558,69.40151565,191036,x,x,x,x
201415,Academic year,National,E92000001,England,18,Free School Meal status,FSM not eligible,482141,86.3747327,416448,52.72441049,254206,74.13204851,357421,79.03206738,381046,74.86565133,360958,77.75401802,374884,67.40289666,324977,71.87772871,346552,69.47366019,334961,x,x,x,x
201415,Academic year,National,E92000001,England,18,Free School Meal status,FSM eligible,80537,68.63553398,55277,27.45942859,22115,49.11779679,39558,56.13320586,45208,49.62812124,39969,54.0298248,43514,40.3702646,32513,46.04467512,37083,42.19923762,33986,x,x,x,x
201415,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,14.88683751,x,27.39993584,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201415,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,25% most deprived,140285,76.36596928,107130,36.50069501,51205,59.14317283,82969,65.31133051,91622,59.90376733,84036,63.71315536,89380,50.80871084,71277,56.10435898,78706,52.52022668,73678,x,x,x,x
201415,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,Lower middle,140285,81.28381509,114029,43.04023951,60379,65.93506077,92497,71.90219909,100868,66.71490181,93591,70.22846349,98520,58.14449157,81568,63.34105571,88858,60.43269059,84778,x,x,x,x
201415,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,Upper middle,140285,86.54667284,121412,53.12684891,74529,74.66514595,104744,79.56873508,111623,75.38796022,105758,78.29846384,109841,67.9245821,95288,72.42042984,101595,70.09017358,98326,x,x,x,x
201415,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,25% least deprived,140285,91.25280679,128014,63.90063086,89643,82.58901522,115860,86.34921766,121135,83.1264925,116614,85.31061767,119678,77.39031258,108567,80.99155291,113619,79.38553659,111366,x,x,x,x
201415,Academic year,National,E92000001,England,18,Special Educational Need,No identified SEN,436660,90.26061467,394132,57.3970595,250630,81.05894746,353952,85.36481473,372754,81.1913159,354530,83.7468511,365689,74.23327074,324147,78.41432694,342404,75.98474786,331795,x,x,x,x
201415,Academic year,National,E92000001,England,18,Special Educational Need,Identified SEN,126018,61.5729499,77593,20.38677014,25691,34.14353505,43027,42.45425257,53500,36.81775619,46397,41.82656446,52709,26.45891857,33343,32.71834182,41231,29.48150264,37152,x,x,x,x
201415,Academic year,National,E92000001,England,18,Total,Total,562678,83.83569288,471725,49.10819332,276321,70.55171875,396979,75.75451679,426254,71.25336338,400927,74.35833638,418398,63.5336729,357490,68.18020253,383635,65.56982857,368947,3.737839404,21032,1.927745531,10847
201415,Academic year,National,E92000001,England,19,Sex,Female,275262,88.91201837,244741,62.29010906,171461,78.15717389,215137,83.21090452,229048,72.32091607,199072,76.01376143,209237,68.45478126,188430,73.08564204,201177,71.43267142,196627,x,x,x,x
201415,Academic year,National,E92000001,England,19,Sex,Male,287416,83.34922203,239559,52.94277284,152166,64.78762491,186210,72.92078381,209586,70.94142289,203897,75.28077769,216369,60.14696468,172872,67.33932697,193544,64.68916135,185927,x,x,x,x
201415,Academic year,National,E92000001,England,19,Free School Meal status,FSM not eligible,482141,88.42537764,426335,61.03878326,294293,74.86876246,360973,81.03106768,390684,75.21388971,362637,78.94557816,380629,68.05872141,328139,73.74875814,355573,71.7862617,346111,x,x,x,x
201415,Academic year,National,E92000001,England,19,Free School Meal status,FSM eligible,80537,71.97313036,57965,36.42301054,29334,50.13099569,40374,59.53785217,47950,50.07884575,40332,55.84638117,44977,41.17734706,33163,48.60871401,39148,45.25000931,36443,x,x,x,x
201415,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,13.34568913,x,24.9506362,x,22.98392558,x,19.52739067,x,23.1079588,x,20.91599244,x,26.26510318,x,23.95409345,x,25.66418363,x,x,x,x,x
201415,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,25% most deprived,140285,79.34062801,111303,46.18312721,64788,60.13543857,84361,68.22397263,95708,60.31150871,84608,65.26856043,91562,51.63631179,72438,58.45172328,81999,55.43999715,77774,x,x,x,x
201415,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,Lower middle,140285,83.76661796,117512,51.77175037,72628,66.82253983,93742,74.40210999,104375,67.12335603,94164,71.66197384,100531,58.87657269,82595,65.54228891,91946,63.09298927,88510,x,x,x,x
201415,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,Upper middle,140285,88.5882311,124276,61.11558613,85736,75.35730834,105715,81.54542538,114396,75.73083366,106239,79.55875539,111609,68.56328189,96184,74.3343907,104280,72.45963574,101650,x,x,x,x
201415,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,25% least deprived,140285,92.68631714,130025,71.13376341,99790,83.11936415,116604,87.7513633,123102,83.41946751,117025,86.18455287,120904,77.90141498,109284,82.40581673,115603,81.10418077,113777,x,x,x,x
201415,Academic year,National,E92000001,England,19,Special Educational Need,No identified SEN,436660,91.92048734,401380,65.82398205,287427,81.72124765,356844,86.98873265,379845,81.50895434,355917,84.76480557,370134,74.8703797,326929,80.09000137,349721,78.1214217,341125,x,x,x,x
201415,Academic year,National,E92000001,England,19,Special Educational Need,Identified SEN,126018,65.80012379,82920,28.72605501,36200,35.3147963,44503,46.65127204,58789,37.33752321,47052,44.01910838,55472,27.27626212,34373,35.7091844,45000,32.87546224,41429,x,x,x,x
201415,Academic year,National,E92000001,England,19,Total,Total,562678,86.07054123,484300,57.51548843,323627,71.32800643,401347,77.95470944,438634,71.61627076,402969,75.63935324,425606,64.21114741,361302,70.15042351,394721,67.98808555,382554,5.212928176,29332,2.863627154,16113
201415,Academic year,National,E92000001,England,19 not 16,Sex,Female,275262,x,x,x,x,15.73230554,11225,30.47598989,20258,9.657911899,8145,18.04753925,14540,13.03233044,13012,21.66782973,20493,x,x,x,x,x,x
201415,Academic year,National,E92000001,England,19 not 16,Sex,Male,287416,x,x,x,x,13.45106256,15729,28.10626565,30427,7.804479573,7070,17.39297258,14959,12.5043922,16370,23.24322556,28426,x,x,x,x,x,x
201415,Academic year,National,E92000001,England,19 not 16,Free School Meal status,FSM not eligible,482141,x,x,x,x,15.96759876,23024,31.36898821,41802,9.961876347,13222,19.5268899,24632,14.28523722,25666,24.79843142,41737,x,x,x,x,x,x
201415,Academic year,National,E92000001,England,19 not 16,Free School Meal status,FSM eligible,80537,x,x,x,x,8.912979384,3930,21.42030383,8883,4.722972653,1993,12.03898385,4867,7.273439029,3716,14.78660106,7182,x,x,x,x,x,x
201415,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,25% most deprived,140285,x,x,x,x,11.61893925,7352,24.6959254,14619,5.947836076,3521,13.72642762,7752,9.568682857,7179,17.80053026,12622,x,x,x,x,x,x
201415,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,Lower middle,140285,x,x,x,x,13.18062266,7066,27.69847182,13757,7.639778917,3815,16.42876663,7815,11.30210175,7351,20.88543372,12761,x,x,x,x,x,x
201415,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,Upper middle,140285,x,x,x,x,15.54697806,6364,31.65703123,11992,10.28958394,3905,20.56949753,7426,14.29543114,7356,25.42924011,12278,x,x,x,x,x,x
201415,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,25% least deprived,140285,x,x,x,x,20.4374412,6083,37.13229914,10149,14.43496174,3924,24.86237109,6413,19.2703315,7400,31.03852924,11109,x,x,x,x,x,x
201415,Academic year,National,E92000001,England,19 not 16,Special Educational Need,No identified SEN,436660,x,x,x,x,20.11370006,20096,37.46009731,34031,12.8252467,11879,23.72271143,20690,17.67128838,23553,29.58637391,36530,x,x,x,x,x,x
201415,Academic year,National,E92000001,England,19 not 16,Special Educational Need,Identified SEN,126018,x,x,x,x,7.760288776,6858,19.85384404,16654,4.053364438,3336,11.1007498,8809,5.98005622,5829,13.26345991,12389,x,x,x,x,x,x
201415,Academic year,National,E92000001,England,19 not 16,Total,Total,562678,x,x,x,x,14.3155323,26954,29.00777776,50685,8.698063159,15215,17.70956529,29499,12.73281966,29382,22.55620723,48919,x,x,x,x,x,x
201516,Academic year,National,E92000001,England,16,Sex,Male,292138,62.32876243,182086,x,x,60.81646345,177668,62.30206272,182008,70.26679172,205276,71.04039872,207536,56.28846641,164440,57.70526258,168579,50.9803586,148933,x,x,x,x
201516,Academic year,National,E92000001,England,16,Sex,Female,281178,72.12619764,202803,x,x,75.52297833,212354,76.36728336,214728,71.46611755,200947,72.10094673,202732,65.9984067,185573,66.85018031,187968,61.96608554,174235,x,x,x,x
201516,Academic year,National,E92000001,England,16,Free School Meal status,FSM eligible,85644,46.86959974,40141,x,x,46.87777311,40148,48.64205315,41659,49.70809397,42572,50.91308206,43604,38.48839382,32963,40.13591145,34374,32.77170613,28067,x,x,x,x
201516,Academic year,National,E92000001,England,16,Free School Meal status,FSM not eligible,487675,70.69216179,344748,x,x,71.74327165,349874,72.81017071,355077,74.56830881,363651,75.18613831,366664,65.01255959,317050,66.06305429,322173,60.51181627,295101,x,x,x,x
201516,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,22.34363343,x,x,x,22.31425889,x,21.56998442,x,22.14709422,x,21.51893607,x,25.1738226,x,24.41765628,x,28.25864484,x,x,x,x,x
201516,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,25% most deprived,142957,56.46103374,80715,x,x,57.19412131,81763,58.69317347,83906,60.00195863,85777,61.02534329,87240,48.9832607,70025,50.47112069,72152,42.83106109,61230,x,x,x,x
201516,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,Lower middle,142957,62.52859251,89389,x,x,63.54847961,90847,64.93351148,92827,66.46474115,95016,67.30275537,96214,55.90981904,79927,57.22000322,81800,50.60542681,72344,x,x,x,x
201516,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,Upper middle,142957,70.88495142,101335,x,x,71.998573,102927,73.04224347,104419,74.94211546,107135,75.50662087,107942,65.30565135,93359,66.33183405,94826,61.09949146,87346,x,x,x,x
201516,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,25% least deprived,142956,78.80466717,112656,x,x,79.5083802,113662,80.26315789,114741,82.14905286,117437,82.54427936,118002,74.1570833,106012,74.88877697,107058,71.08970592,101627,x,x,x,x
201516,Academic year,National,E92000001,England,16,Special Educational Need,No identified SEN,453401,75.30706814,341443,x,x,77.89903419,353195,78.86506646,357575,80.10348455,363190,80.63789008,365613,70.94227847,321653,71.93367461,326148,65.99478166,299221,x,x,x,x
201516,Academic year,National,E92000001,England,16,Special Educational Need,Identified SEN,119918,36.229757,43446,x,x,30.71015194,36827,32.65648193,39161,35.88535499,43033,37.23794593,44655,23.64949382,28360,25.34982238,30399,19.96947914,23947,x,x,x,x
201516,Academic year,National,E92000001,England,16,Total,Total,573319,67.13348066,384889,x,x,68.02879374,390022,69.19986953,396736,70.8546202,406223,71.5601611,410268,61.05030533,350013,62.18998498,356547,56.36792083,323168,0.402219358,2306,0.174422965,1000
201516,Academic year,National,E92000001,England,17,Sex,Male,292138,70.68542949,206499,17.87032156,52206,64.17720392,187486,67.97301275,198575,71.52510115,208952,73.17637555,213776,59.6769335,174339,62.89493322,183740,56.49213728,165035,x,x,x,x
201516,Academic year,National,E92000001,England,17,Sex,Female,281178,80.29540007,225773,25.96433576,73006,77.9580906,219201,80.28757584,225751,72.95343163,205129,74.23162552,208723,68.60280676,192896,70.39455434,197934,66.34196132,186539,x,x,x,x
201516,Academic year,National,E92000001,England,17,Free School Meal status,FSM eligible,85644,57.03727056,48849,8.141842978,6973,49.68357386,42551,53.72005044,46008,50.9247583,43614,53.0404932,45426,41.06066975,35166,44.18523189,37842,37.44570548,32070,x,x,x,x
201516,Academic year,National,E92000001,England,17,Free School Meal status,FSM not eligible,487675,78.62285333,383424,24.24545035,118239,74.66776029,364136,77.57584457,378318,75.96596094,370467,77.3205516,377073,68.09227457,332069,70.50433178,343832,65.51576357,319504,x,x,x,x
201516,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,19.03009385,x,22.3454213,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201516,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,25% most deprived,142957,66.09679834,94490,12.04697916,17222,60.16844226,86015,63.62682485,90959,61.23869415,87545,63.10568912,90214,51.81628042,74075,54.6465021,78121,47.86264401,68423,x,x,x,x
201516,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,Lower middle,142957,71.63902432,102413,16.70712172,23884,66.47313528,95028,70.07841519,100182,67.81619648,96948,69.49991956,99355,58.81698693,84083,61.67588855,88170,55.73913834,79683,x,x,x,x
201516,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,Upper middle,142957,78.86007681,112736,24.30101359,34740,74.96170177,107163,77.88565793,111343,76.33344292,109124,77.63943004,110991,68.4254706,97819,70.84437978,101277,66.11918269,94522,x,x,x,x
201516,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,25% least deprived,142956,85.12689219,121694,34.39240046,49166,82.27216766,117613,84.58966395,120926,83.64671647,119578,84.66451216,121033,77.31120065,110521,79.27753994,113332,75.72190044,108249,x,x,x,x
201516,Academic year,National,E92000001,England,17,Special Educational Need,No identified SEN,453401,82.60546404,374534,26.3358484,119407,80.74574163,366102,83.38909707,378087,81.4812936,369437,82.67493896,374849,74.04483007,335720,76.33573812,346107,71.0783611,322270,x,x,x,x
201516,Academic year,National,E92000001,England,17,Special Educational Need,Identified SEN,119918,48.14873497,57739,4.840807885,5805,33.84396004,40585,38.55884855,46239,37.22877299,44644,39.73548592,47650,26.28045831,31515,29.65943395,35567,24.43669841,29304,x,x,x,x
201516,Academic year,National,E92000001,England,17,Total,Total,573319,75.39833845,432273,21.83984832,125212,70.93555246,406687,74.01219914,424326,72.22523586,414081,73.69352838,422499,64.05421763,367235,66.57271083,381674,61.32257958,351574,2.385408472,13676,0.911708839,5227
201516,Academic year,National,E92000001,England,18,Sex,Female,281178,86.45057579,243080,54.77277739,154009,79.47456771,223465,83.36249635,234397,73.80449395,207522,76.16847691,214169,70.16125017,197278,73.16717524,205730,70.76371551,198972,x,x,x,x
201516,Academic year,National,E92000001,England,18,Sex,Male,292138,79.468265,232157,43.43837501,126900,66.23513545,193498,72.73993797,212501,72.28261986,211165,75.12682362,219474,61.69276164,180228,66.94849694,195582,62.81757252,183514,x,x,x,x
201516,Academic year,National,E92000001,England,18,Free School Meal status,FSM not eligible,487675,85.71200082,417996,52.74127236,257206,76.44086738,372783,81.25800995,396275,76.76382837,374358,79.16071154,386047,69.89757523,340873,73.84159532,360107,70.81191367,345332,x,x,x,x
201516,Academic year,National,E92000001,England,18,Free School Meal status,FSM eligible,85644,66.83713979,57242,27.67619448,23703,51.58563355,44180,59.10863575,50623,51.75960955,44329,55.57423754,47596,42.77357433,36633,48.1119518,41205,43.3819065,37154,x,x,x,x
201516,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,15.23598362,x,26.62593232,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201516,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,25% most deprived,142957,75.2736837,107609,36.78099009,52581,62.15785166,88859,68.50731339,97936,62.06411718,88725,65.39658779,93489,53.73503921,76818,58.53788202,83684,54.1085781,77352,x,x,x,x
201516,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,Lower middle,142957,80.06603384,114460,43.1549347,61693,68.41427842,97803,74.47134453,106462,68.65281168,98144,71.62853166,102398,60.66999168,86732,65.33782886,93405,61.60733647,88072,x,x,x,x
201516,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,Upper middle,142957,85.85029065,122729,52.77880761,75451,76.68739551,109630,81.5203173,116539,77.15187084,110294,79.51062208,113666,70.2057262,100364,74.18664354,106055,71.28786978,101911,x,x,x,x
